Age,AnnualIncome,CreditScore,EmploymentStatus,Experience,LoanAmount,LoanDuration,HomeOwnershipStatus,CreditUtilization,DebtToIncome,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,MonthlyIncome,UtilityPaymentScore,JobTenure,NetWorth,InterestRate,LoanApproved,NewLoanApproved,RiskScore
48,35644,592,Employed,24,20900,36,Mortgage,51%,33%,0,Other,0,26,7,763,2970.33,83.23,4,2952,23.06,0,Rejected,57
27,31075,540,Employed,3,24733,36,Rent,24%,24%,0,Home,0,34,12,2155,2589.58,90.02,4,50540,21.95,0,Rejected,51
47,15000,599,Employed,26,45967,60,Rent,46%,16%,0,Home,1,18,13,1603,1250,79.85,6,81109,24.82,0,Rejected,57
57,28987,547,Self-Employed,33,52879,48,Rent,53%,43%,0,Home,0,21,9,4919,2415.58,82.07,3,93105,26.67,0,Rejected,61
39,19507,573,Employed,13,25109,60,Mortgage,28%,10%,1,Auto,0,19,12,2825,1625.58,75.34,5,40856,24.15,0,Rejected,64
71,99608,591,Employed,50,32192,48,Rent,6%,20%,0,Other,0,20,2,10011,8300.67,69.18,7,279994,23.51,1,Approved,37
19,55207,599,Employed,0,59829,72,Rent,18%,60%,0,Home,0,31,27,1407,4600.58,76.81,7,10648,22.03,0,Rejected,57
48,21878,616,Employed,25,15515,72,Own,4%,19%,0,Auto,0,22,14,1775,1823.17,93.95,4,4889,22.37,0,Rejected,48
53,97733,596,Employed,29,19137,60,Mortgage,24%,41%,0,Home,0,33,3,1139,8144.42,93.22,7,282334,23.48,1,Approved,42
50,33212,599,Employed,26,52675,96,Rent,23%,56%,0,Auto,0,33,22,1827,2767.67,76.26,6,23058,32.11,0,Rejected,59
37,23789,547,Self-Employed,14,34219,24,Own,52%,42%,0,Auto,0,21,12,9578,1982.42,82.05,6,271874,27.96,0,Rejected,56
36,19170,522,Employed,12,15714,36,Own,3%,41%,0,Debt Consolidation,1,29,24,10536,1597.5,88.13,6,75841,25.38,0,Rejected,61
45,27533,552,Employed,24,31596,48,Rent,17%,62%,1,Home,0,12,6,3115,2294.42,84.18,6,71870,23.12,0,Rejected,71
49,64447,569,Employed,26,30217,36,Own,23%,55%,0,Home,1,21,2,3877,5370.58,71.37,4,4842,26.96,0,Rejected,68
47,96667,591,Employed,25,13090,108,Other,34%,19%,0,Education,1,30,12,1123,8055.58,87.96,5,20885,22.83,1,Approved,44
52,51608,635,Employed,32,29912,60,Rent,37%,54%,0,Home,0,23,13,316,4300.67,35.79,5,4108,21.52,0,Rejected,55
27,28742,473,Employed,6,49371,48,Own,22%,55%,0,Home,0,30,13,4488,2395.17,88.75,3,38297,32.11,0,Rejected,60
37,65634,555,Employed,14,39394,36,Rent,36%,13%,0,Home,0,19,28,2850,5469.5,81.3,5,23139,19.75,0,Rejected,50
28,36604,530,Employed,5,12661,48,Rent,53%,36%,0,Auto,0,25,13,3918,3050.33,88.57,3,25777,26.49,0,Rejected,56
35,17417,521,Unemployed,15,22337,84,Mortgage,22%,26%,0,Home,0,30,14,5381,1451.42,81.76,4,10502,31.12,0,Rejected,57
52,41697,610,Unemployed,31,11302,36,Other,23%,25%,0,Debt Consolidation,0,19,14,679,3474.75,92.88,3,27679,20.22,0,Rejected,53
41,30964,601,Employed,17,18022,12,Rent,17%,65%,0,Debt Consolidation,1,18,4,1172,2580.33,94.53,1,41145,21.9,0,Rejected,64
71,58887,648,Employed,47,13453,60,Mortgage,12%,51%,0,Debt Consolidation,0,21,17,4135,4907.25,57.26,3,1425,18.52,0,Rejected,54
42,32640,580,Employed,18,20107,96,Mortgage,11%,29%,1,Home,0,29,1,857,2720,79.63,4,80241,26.54,0,Rejected,66
40,21985,542,Employed,15,29044,12,Own,5%,12%,0,Auto,0,22,26,3346,1832.08,97.36,3,23311,22.16,0,Rejected,51
41,121487,589,Employed,17,38819,120,Other,10%,29%,0,Debt Consolidation,0,22,17,1701,10123.92,91.2,5,48299,31.45,0,Rejected,49
32,43186,535,Employed,10,30528,96,Own,17%,27%,0,Home,0,26,9,1218,3598.83,92.08,7,31177,27.91,0,Rejected,53
39,59448,554,Employed,16,34476,60,Mortgage,4%,3%,0,Home,0,27,5,522,4954,97.03,8,1248,25.23,0,Rejected,51
53,51326,531,Employed,27,21631,60,Other,30%,18%,0,Education,0,17,18,13899,4277.17,84.42,3,84033,24.43,1,Approved,38
41,87716,436,Employed,13,31000,24,Mortgage,32%,16%,0,Home,0,24,21,1320,7309.67,72.65,6,8474,26.67,1,Approved,39
30,42869,598,Unemployed,7,10147,36,Mortgage,13%,16%,0,Home,0,27,14,1921,3572.42,83.76,4,69391,19.72,0,Rejected,51
28,96585,606,Employed,4,22423,36,Rent,56%,63%,0,Education,0,17,1,2926,8048.75,93.8,5,111865,18.89,1,Approved,44
34,15000,593,Employed,10,15947,72,Mortgage,49%,40%,0,Other,0,31,4,21111,1250,77.19,4,299763,27.13,0,Rejected,56
40,39303,540,Employed,17,12750,96,Rent,35%,47%,0,Home,0,25,25,8253,3275.25,71.6,10,56122,23.55,0,Rejected,55
54,69038,608,Employed,29,18058,36,Own,44%,21%,0,Auto,1,28,16,3853,5753.17,81.81,5,6569,20.23,1,Approved,45
23,47554,452,Employed,0,23743,72,Mortgage,38%,6%,0,Auto,0,27,21,3200,3962.83,67.44,4,26822,30.83,0,Rejected,51
36,27904,602,Unemployed,13,29700,12,Mortgage,16%,8%,0,Debt Consolidation,0,29,17,12425,2325.33,76.38,4,17087,16.86,0,Rejected,51
41,43533,597,Employed,19,15676,36,Rent,64%,50%,0,Auto,0,27,6,34288,3627.75,96.21,5,3476,19.52,0,Rejected,63
18,23934,550,Employed,0,15248,24,Mortgage,5%,31%,0,Home,0,28,6,13135,1994.5,65.48,1,35898,22.38,0,Rejected,57
29,56600,538,Employed,5,32665,48,Mortgage,43%,3%,0,Auto,0,20,15,2066,4716.67,67.36,5,47498,26.47,0,Rejected,51
31,70798,574,Employed,8,12108,96,Mortgage,58%,29%,0,Home,0,25,22,824,5899.83,66.21,9,92077,26.13,0,Rejected,51
30,17425,522,Employed,9,6413,36,Mortgage,16%,39%,0,Home,0,23,22,9645,1452.08,71.38,4,29894,18.76,1,Approved,44
42,69669,643,Employed,22,70241,12,Mortgage,43%,11%,0,Debt Consolidation,0,32,17,4004,5805.75,92.88,6,59011,20.49,0,Rejected,46
38,36253,586,Employed,14,21068,96,Mortgage,27%,28%,0,Debt Consolidation,0,27,21,11446,3021.08,77.39,6,62990,25.06,0,Rejected,51
33,129003,533,Employed,14,20434,72,Mortgage,47%,44%,0,Debt Consolidation,1,18,26,1690,10750.25,85.16,4,7028,30.36,1,Approved,49
45,59734,599,Employed,22,47715,60,Mortgage,39%,75%,0,Home,0,25,13,6095,4977.83,78.53,3,12327,26.8,0,Rejected,58
60,51041,634,Employed,36,21903,12,Mortgage,27%,20%,0,Education,1,23,15,1786,4253.42,75.17,8,7378,17.75,0,Rejected,53
59,56047,584,Employed,35,22224,72,Rent,29%,39%,0,Home,0,26,29,1551,4670.58,71.48,9,132946,24.05,0,Rejected,50
18,92870,589,Employed,0,16649,24,Mortgage,28%,25%,0,Debt Consolidation,0,18,20,2377,7739.17,88.22,5,7528,21.98,1,Approved,41
46,48275,469,Employed,26,12445,48,Rent,10%,33%,0,Home,0,28,4,4195,4022.92,94.02,3,58596,28.72,0,Rejected,55
37,15146,522,Employed,13,22691,12,Other,33%,16%,0,Debt Consolidation,0,27,9,4451,1262.17,83.49,9,45593,21.75,0,Rejected,53
41,107212,585,Employed,16,11593,96,Mortgage,34%,66%,0,Home,0,21,14,38421,8934.33,78.84,6,43357,28.68,1,Approved,46
35,74879,594,Employed,14,24658,24,Rent,44%,48%,0,Auto,0,25,27,4931,6239.92,80.5,3,12506,21.61,0,Rejected,57
41,29575,588,Self-Employed,17,17462,36,Rent,36%,35%,0,Home,0,23,5,7542,2464.58,60.33,6,109110,20.08,0,Rejected,57
41,73227,589,Self-Employed,15,75266,48,Rent,41%,11%,0,Debt Consolidation,0,21,2,4090,6102.25,68.58,7,10508,26.82,0,Rejected,58
33,36314,639,Employed,10,13082,36,Mortgage,12%,11%,0,Debt Consolidation,0,21,3,8656,3026.17,65.96,8,66042,14.83,1,Approved,38
29,25403,575,Employed,7,16295,48,Own,14%,16%,0,Auto,0,21,19,3502,2116.92,97.58,4,62780,20.93,0,Rejected,49
34,58744,560,Employed,9,25627,108,Other,50%,18%,0,Auto,0,26,8,1344,4895.33,74.61,3,185879,32.15,0,Rejected,48
42,74540,592,Employed,21,31811,36,Rent,17%,28%,0,Debt Consolidation,0,27,29,3198,6211.67,62.76,4,62136,21.04,1,Approved,39
47,81307,534,Unemployed,27,38649,48,Mortgage,32%,48%,0,Auto,0,30,18,3984,6775.58,94.4,3,21184,24.36,0,Rejected,58
50,78179,624,Unemployed,26,10927,36,Rent,4%,32%,0,Education,0,23,2,1702,6514.92,72.55,4,4233,19.82,0,Rejected,57
34,59712,596,Employed,12,6500,96,Own,11%,23%,0,Home,0,22,17,1350,4976,82.42,7,114787,27.31,0,Rejected,47
43,112149,466,Employed,21,34634,96,Own,45%,68%,0,Home,0,23,9,1044,9345.75,81.06,7,9489,34.82,0,Rejected,59
51,170964,642,Employed,30,30676,60,Own,32%,38%,0,Auto,0,18,7,441,14247,96.1,9,10623,22.72,1,Approved,40
53,55564,615,Employed,31,29320,72,Own,24%,14%,0,Debt Consolidation,1,16,27,1725,4630.33,89.45,6,89780,28.42,0,Rejected,51
39,31692,561,Employed,14,28564,36,Mortgage,8%,51%,0,Auto,0,13,8,2754,2641,79.64,3,184349,20.44,0,Rejected,55
37,34546,581,Employed,11,41576,36,Own,44%,46%,0,Auto,0,29,12,10848,2878.83,57.47,6,202237,28.33,0,Rejected,54
42,18549,626,Employed,16,46037,48,Rent,25%,15%,0,Education,0,32,24,1149,1545.75,84.62,4,70295,25.83,0,Rejected,47
26,47060,580,Self-Employed,1,31673,36,Rent,50%,23%,0,Home,0,23,1,5438,3921.67,60.73,4,93574,27.2,0,Rejected,59
37,34726,610,Employed,14,45771,36,Mortgage,32%,17%,0,Education,0,25,21,1722,2893.83,86.48,7,2694,20.48,0,Rejected,48
48,40359,598,Employed,28,32719,36,Mortgage,51%,40%,0,Home,0,26,11,12124,3363.25,52.13,9,297006,18.62,0,Rejected,52
47,44094,565,Employed,25,34654,72,Own,28%,13%,0,Debt Consolidation,0,29,2,7319,3674.5,87.01,5,29614,24.02,0,Rejected,55
36,15000,552,Employed,9,57665,60,Rent,41%,23%,0,Debt Consolidation,1,20,13,1937,1250,92.42,1,12951,32.22,0,Rejected,61
42,37068,607,Employed,20,29567,24,Mortgage,11%,9%,0,Other,0,29,11,2653,3089,73.14,6,342670,20.81,0,Rejected,41
30,56686,618,Employed,4,21691,48,Mortgage,26%,7%,0,Auto,1,28,20,3658,4723.83,99.48,5,62129,22.03,0,Rejected,51
48,24562,632,Employed,25,28490,60,Own,14%,28%,0,Auto,1,17,27,1604,2046.83,72.38,9,8762,17.4,0,Rejected,56
39,104944,611,Employed,21,36827,36,Rent,55%,44%,0,Debt Consolidation,0,26,3,8128,8745.33,77.96,4,6148,23.19,0,Rejected,56
36,60444,515,Employed,12,35412,96,Other,28%,34%,0,Home,0,31,2,1836,5037,84.29,4,9987,33.09,0,Rejected,58
35,110178,523,Self-Employed,10,33676,120,Own,21%,10%,0,Debt Consolidation,0,24,6,38552,9181.5,54.21,3,10418,26.5,1,Approved,43
39,61557,596,Self-Employed,17,22846,96,Mortgage,17%,57%,0,Home,0,26,23,4755,5129.75,76.12,5,11203,24.59,0,Rejected,60
34,50811,445,Employed,9,10212,36,Mortgage,35%,26%,0,Auto,0,17,20,3181,4234.25,76.08,5,5222,27.37,0,Rejected,52
47,142655,614,Employed,28,9002,48,Rent,19%,30%,0,Debt Consolidation,0,26,7,6920,11887.92,98.88,2,17526,21.73,1,Approved,39
35,92358,469,Employed,15,13970,60,Rent,41%,64%,0,Auto,0,22,22,4592,7696.5,50.33,4,106101,29.37,1,Approved,43
59,197285,557,Employed,36,12834,60,Own,26%,6%,0,Auto,0,19,7,208,16440.42,82.89,4,96183,21.97,1,Approved,38
57,60885,586,Employed,34,29505,48,Rent,7%,20%,0,Debt Consolidation,0,27,7,7613,5073.75,46.78,9,25535,22.52,0,Rejected,50
29,32534,546,Employed,4,25596,60,Mortgage,14%,69%,0,Auto,0,32,9,1488,2711.17,63.56,8,155746,26.5,0,Rejected,55
40,25593,530,Self-Employed,16,33071,24,Rent,57%,29%,0,Debt Consolidation,0,23,5,3618,2132.75,84.9,4,182086,27.02,0,Rejected,56
32,26437,548,Self-Employed,12,72005,60,Other,24%,41%,0,Other,0,27,29,2242,2203.08,75.78,7,9950,32.25,0,Rejected,61
36,66515,512,Employed,13,17946,36,Mortgage,72%,64%,0,Home,1,25,21,1510,5542.92,97.41,5,46912,24.16,0,Rejected,66
64,300000,605,Employed,40,9487,96,Rent,18%,35%,0,Education,0,26,25,1002,25000,80.37,3,16319,22.47,1,Approved,38
36,105831,517,Employed,17,28973,84,Mortgage,32%,17%,0,Auto,0,23,3,5925,8819.25,47.57,6,2990,33.79,0,Rejected,52
44,33861,604,Unemployed,22,13879,72,Own,21%,13%,0,Home,0,16,24,2084,2821.75,95.14,0,52780,24.97,0,Rejected,49
46,110695,618,Employed,24,33620,96,Mortgage,39%,26%,0,Home,0,36,3,5918,9224.58,74.44,2,106327,29.26,0,Rejected,47
27,21790,574,Employed,6,14256,60,Mortgage,18%,16%,0,Auto,1,30,3,3816,1815.83,91.83,7,72482,22.26,0,Rejected,58
29,35073,605,Employed,6,7547,24,Own,32%,19%,0,Education,0,21,29,15888,2922.75,96.93,4,5050,20.13,0,Rejected,48
25,32217,594,Employed,5,43698,120,Own,20%,26%,0,Auto,0,23,21,7707,2684.75,85.23,5,8563,33.17,0,Rejected,52
29,21784,601,Employed,6,15737,48,Mortgage,18%,37%,0,Auto,0,30,11,1195,1815.33,93.05,2,38118,25.23,0,Rejected,52
18,49428,532,Employed,0,103000,36,Mortgage,18%,27%,0,Auto,1,29,13,934,4119,60.78,2,142631,37.42,0,Rejected,54
46,115041,615,Employed,21,17174,36,Mortgage,23%,18%,0,Debt Consolidation,0,13,22,1522,9586.75,75.23,6,31421,19.12,1,Approved,37
64,110498,599,Employed,44,36111,60,Mortgage,24%,22%,0,Debt Consolidation,0,19,15,6763,9208.17,90.35,3,50581,24.09,1,Approved,39
41,168398,576,Employed,22,37141,120,Rent,17%,28%,0,Auto,0,22,25,10008,14033.17,88.2,3,5347,29.87,1,Approved,39
23,71417,529,Employed,0,17889,60,Mortgage,39%,35%,0,Other,0,23,10,19717,5951.42,69.96,5,80490,26.44,0,Rejected,52
32,40915,565,Employed,10,20273,60,Rent,31%,24%,0,Auto,0,18,18,723,3409.58,84.12,2,8670,25.37,0,Rejected,53
34,28316,472,Unemployed,6,25271,48,Own,10%,5%,0,Debt Consolidation,1,24,10,1275,2359.67,63.76,7,8877,27.73,0,Rejected,60
27,62127,615,Unemployed,4,92888,24,Mortgage,25%,49%,0,Other,0,18,19,4171,5177.25,87.85,5,57741,26.35,0,Rejected,54
50,16911,604,Employed,27,10609,48,Other,33%,22%,0,Home,1,19,14,14308,1409.25,85.44,5,84656,21.55,0,Rejected,55
49,35124,622,Employed,27,22261,48,Rent,26%,22%,0,Auto,0,25,2,17934,2927,90.67,4,55371,23.23,0,Rejected,52
26,25441,572,Unemployed,6,28187,48,Rent,24%,38%,0,Debt Consolidation,1,29,14,7983,2120.08,91.82,4,9975,28.46,0,Rejected,65
48,118598,652,Employed,24,23509,48,Other,37%,17%,0,Home,0,19,6,5938,9883.17,93.45,3,130617,20.34,1,Approved,33
58,25719,603,Employed,36,52962,48,Other,9%,7%,0,Home,0,23,4,1166,2143.25,76.16,3,7347,23.88,0,Rejected,51
62,110502,623,Employed,40,20536,72,Rent,24%,22%,0,Education,1,26,17,370,9208.5,85.04,7,19382,20.4,1,Approved,43
74,75444,536,Employed,51,24935,48,Mortgage,31%,20%,0,Home,0,26,29,9129,6287,86.62,7,14941,23.08,1,Approved,40
29,53638,610,Employed,6,12688,72,Rent,4%,30%,0,Home,0,23,3,1150,4469.83,96.12,8,9675,18.92,0,Rejected,53
73,45710,618,Unemployed,54,17844,84,Mortgage,33%,42%,0,Debt Consolidation,0,18,13,968,3809.17,80.84,4,52121,24.82,0,Rejected,55
35,23049,545,Employed,11,30376,60,Mortgage,21%,11%,1,Home,0,29,20,910,1920.75,92.23,7,31268,21.03,0,Rejected,64
32,63742,478,Unemployed,11,27785,108,Mortgage,65%,47%,0,Home,0,29,5,560,5311.83,81.48,4,5953,40.05,0,Rejected,63
43,85835,571,Employed,21,22994,36,Own,26%,44%,0,Home,0,22,18,5544,7152.92,81.54,2,416006,24.26,1,Approved,39
33,53275,524,Employed,8,38149,60,Rent,26%,14%,0,Education,0,34,26,819,4439.58,49.59,1,159293,22.49,0,Rejected,46
44,34735,508,Self-Employed,18,20445,36,Mortgage,61%,69%,0,Other,0,18,20,2060,2894.58,73.03,7,221940,27.49,0,Rejected,60
24,18938,549,Self-Employed,5,27948,48,Mortgage,66%,34%,0,Debt Consolidation,0,18,20,2938,1578.17,86.92,6,64951,25.19,0,Rejected,59
37,44730,607,Unemployed,14,23497,72,Own,24%,22%,0,Other,0,23,11,3007,3727.5,85.27,3,6680,25.69,0,Rejected,53
55,65948,628,Employed,32,9007,60,Mortgage,18%,48%,0,Auto,0,19,11,666,5495.67,82.66,6,5830,16.9,1,Approved,42
39,33534,581,Self-Employed,20,17628,60,Rent,55%,14%,0,Other,0,23,16,4356,2794.5,86.13,2,9775,22.63,0,Rejected,55
41,22559,488,Employed,17,19312,48,Rent,67%,18%,0,Education,0,22,21,13359,1879.92,77.71,4,6594,25.71,0,Rejected,54
45,22812,530,Employed,22,30761,24,Rent,22%,30%,0,Education,0,22,25,5313,1901,84.67,4,107626,28.26,0,Rejected,52
54,59792,609,Employed,31,21133,60,Rent,39%,35%,0,Education,0,23,26,5104,4982.67,83.47,4,16296,23.06,0,Rejected,51
20,52166,580,Self-Employed,0,13108,36,Mortgage,19%,36%,0,Auto,0,20,10,7126,4347.17,92.35,4,168908,21.39,0,Rejected,52
47,114757,637,Employed,24,36175,72,Rent,10%,16%,0,Debt Consolidation,0,23,11,15138,9563.08,84.68,7,365451,24.1,1,Approved,31
36,15000,618,Employed,12,17867,36,Mortgage,3%,41%,0,Debt Consolidation,0,19,9,2251,1250,85.05,6,9703,21.58,0,Rejected,55
41,93221,533,Employed,18,51075,96,Mortgage,10%,17%,0,Other,0,30,7,24652,7768.42,82.27,5,215841,26.52,1,Approved,36
52,105730,606,Employed,31,31236,48,Mortgage,10%,29%,0,Education,0,19,16,1901,8810.83,92.23,3,4926,21.38,1,Approved,38
25,92865,623,Employed,3,37147,48,Mortgage,28%,20%,0,Home,0,16,2,3708,7738.75,66.2,4,72864,22.52,0,Rejected,50
27,38063,572,Employed,4,19684,60,Mortgage,49%,22%,1,Auto,0,30,10,6772,3171.92,90.2,2,18460,24.24,0,Rejected,66
18,47993,524,Employed,0,26755,120,Mortgage,4%,34%,0,Other,0,30,17,621,3999.42,77.42,1,41886,30.11,0,Rejected,54
33,59505,503,Employed,9,36350,48,Rent,12%,20%,0,Education,0,18,11,1647,4958.75,86,5,6017,28.71,0,Rejected,51
55,30387,581,Self-Employed,33,38407,72,Rent,54%,26%,0,Auto,0,30,25,3057,2532.25,85.22,3,132261,26.89,0,Rejected,53
38,34039,643,Employed,18,60832,48,Rent,24%,15%,0,Education,0,26,12,16820,2836.58,93.2,5,114349,21.54,0,Rejected,44
23,41485,498,Employed,0,19068,12,Other,11%,33%,0,Debt Consolidation,1,21,25,8388,3457.08,82.91,7,1522,21.42,0,Rejected,60
34,46033,618,Employed,12,11405,72,Mortgage,19%,1%,0,Auto,0,19,5,5020,3836.08,63.84,6,8236,23.99,0,Rejected,49
22,67177,606,Employed,0,16165,60,Rent,37%,38%,0,Debt Consolidation,0,27,14,1016,5598.08,92.39,3,274802,21.75,1,Approved,36
26,36057,602,Employed,3,12879,24,Own,17%,21%,0,Home,0,26,7,786,3004.75,51.64,3,35101,18.12,0,Rejected,50
44,19779,517,Employed,20,8325,60,Rent,40%,29%,0,Home,0,23,3,2911,1648.25,96.13,4,87792,20.39,0,Rejected,56
25,19087,554,Employed,5,33827,72,Other,18%,17%,0,Debt Consolidation,1,20,3,11253,1590.58,75.19,6,134652,27.01,0,Rejected,56
53,40282,642,Unemployed,30,44509,36,Other,45%,30%,0,Auto,0,20,7,1125,3356.83,95.18,5,74317,23.85,0,Rejected,53
39,78371,558,Self-Employed,18,35354,36,Own,38%,11%,0,Home,0,30,27,1123,6530.92,74.18,0,5851,22.84,1,Approved,42
41,37813,582,Employed,21,29993,12,Mortgage,22%,23%,0,Home,0,34,8,3390,3151.08,73.75,5,1660,24.48,0,Rejected,54
36,51520,599,Employed,15,19982,60,Mortgage,31%,24%,0,Debt Consolidation,0,23,8,2706,4293.33,82.06,4,45957,20.44,0,Rejected,53
49,15811,624,Self-Employed,28,22654,36,Rent,14%,65%,0,Auto,0,26,15,940,1317.58,83.25,6,59572,19.03,0,Rejected,57
49,65106,589,Employed,24,33464,36,Mortgage,42%,12%,0,Debt Consolidation,0,18,8,9872,5425.5,76.96,4,21844,25.65,0,Rejected,52
44,59065,631,Employed,23,24886,36,Mortgage,36%,3%,0,Debt Consolidation,0,22,6,4759,4922.08,68.81,4,364887,20.26,1,Approved,34
46,118064,651,Employed,26,9939,36,Own,16%,19%,0,Auto,0,30,24,6160,9838.67,86.52,6,30133,18.96,1,Approved,34
37,46522,487,Unemployed,14,17828,84,Own,25%,40%,0,Auto,0,28,17,4054,3876.83,75.81,3,19015,28.43,0,Rejected,60
46,71754,545,Employed,23,11636,48,Own,58%,82%,0,Education,0,30,29,1644,5979.5,95.65,7,7422,25.41,1,Approved,47
35,128940,470,Employed,13,15645,36,Rent,41%,5%,1,Auto,0,25,27,2543,10745,79.76,5,95197,25.23,1,Approved,47
40,58693,571,Employed,18,38467,12,Own,14%,19%,0,Debt Consolidation,0,21,5,14286,4891.08,46.83,5,8019,22.13,0,Rejected,51
36,87906,564,Employed,12,30892,24,Mortgage,16%,25%,0,Education,0,31,22,2997,7325.5,78.74,1,48972,23.03,0,Rejected,50
34,50329,499,Employed,10,32622,36,Rent,51%,5%,0,Home,0,20,27,3472,4194.08,79.97,4,105928,22.47,0,Rejected,47
31,34158,586,Employed,7,24688,96,Own,24%,26%,0,Auto,0,25,28,2108,2846.5,89.87,9,16466,22.14,0,Rejected,53
45,54820,639,Self-Employed,25,27013,36,Mortgage,10%,7%,0,Debt Consolidation,0,33,29,2676,4568.33,93.55,5,835389,20.99,1,Approved,33
55,46073,584,Unemployed,27,50439,36,Mortgage,28%,28%,0,Other,0,16,1,5636,3839.42,75.47,3,24131,25.58,0,Rejected,60
54,35209,596,Employed,29,32918,48,Own,6%,24%,0,Debt Consolidation,0,31,29,3330,2934.08,88.59,4,187054,20.07,0,Rejected,48
24,24942,564,Employed,0,25019,36,Mortgage,56%,40%,0,Home,0,27,26,1981,2078.5,64.27,2,1565,25.5,0,Rejected,59
55,40504,639,Employed,35,20669,108,Own,5%,24%,0,Education,0,23,6,295,3375.33,62.66,5,3031,24.48,0,Rejected,51
36,80386,567,Employed,12,25891,36,Rent,44%,16%,0,Home,0,24,7,2420,6698.83,66.59,9,215080,24.44,0,Rejected,47
47,18151,601,Employed,26,15606,120,Rent,10%,18%,0,Debt Consolidation,0,22,18,4771,1512.58,74.04,4,5576,31.19,0,Rejected,48
29,45082,599,Employed,7,40521,36,Mortgage,50%,15%,0,Home,0,19,20,5123,3756.83,85.49,8,158724,18.95,0,Rejected,48
41,46504,564,Employed,22,29016,36,Own,19%,15%,1,Education,0,25,8,5351,3875.33,77.3,1,71829,24.06,0,Rejected,61
43,105453,610,Employed,23,52572,60,Rent,32%,40%,0,Other,0,21,6,3084,8787.75,46.51,5,41049,26.88,0,Rejected,54
22,28148,467,Employed,0,23552,36,Other,13%,12%,0,Home,0,26,28,1459,2345.67,47.31,4,95963,26.56,0,Rejected,49
47,89204,438,Employed,22,19049,96,Own,66%,9%,0,Other,1,32,2,1581,7433.67,63.65,2,22853,32.17,0,Rejected,61
56,39207,617,Employed,32,16677,72,Other,25%,60%,0,Home,0,16,18,1099,3267.25,81.19,3,6890,20.61,0,Rejected,56
37,42636,639,Unemployed,13,22838,120,Rent,16%,20%,0,Auto,0,29,17,1538,3553,90.68,5,11443,27.26,0,Rejected,50
56,58627,609,Employed,34,26130,48,Mortgage,50%,37%,0,Debt Consolidation,0,21,14,1465,4885.58,89.39,2,15763,22.17,0,Rejected,52
37,60442,527,Unemployed,15,15047,96,Other,8%,34%,0,Home,0,23,16,763,5036.83,87.87,6,1179,32.3,0,Rejected,56
50,47354,626,Employed,27,23852,60,Own,5%,20%,0,Home,0,23,19,18136,3946.17,96.93,3,28516,23.27,0,Rejected,49
18,55476,621,Employed,0,33563,96,Rent,23%,59%,1,Other,0,24,12,1568,4623,56.79,4,16263,25.57,0,Rejected,67
69,46961,642,Employed,46,46631,96,Other,63%,4%,0,Debt Consolidation,0,20,15,2473,3913.42,91.47,2,75250,29.23,0,Rejected,48
57,86839,626,Employed,32,15986,60,Own,56%,10%,0,Education,0,30,25,884,7236.58,90.81,7,3245,20.81,1,Approved,38
36,40697,603,Employed,14,21091,96,Mortgage,37%,12%,0,Other,0,23,13,2252,3391.42,67.76,8,2303,26.65,0,Rejected,48
18,45561,628,Employed,0,12153,48,Own,19%,40%,0,Debt Consolidation,0,24,14,391,3796.75,80.47,3,3222,19.98,0,Rejected,51
43,106844,531,Employed,21,24712,60,Rent,25%,38%,0,Auto,0,24,15,17351,8903.67,61.68,1,2333,31.16,0,Rejected,53
22,48708,556,Employed,0,12665,24,Other,30%,32%,0,Education,0,35,2,5993,4059,83.56,4,30413,19.24,0,Rejected,59
45,77320,537,Employed,23,21322,36,Mortgage,6%,14%,0,Debt Consolidation,0,24,29,2925,6443.33,55.65,4,139206,27.07,1,Approved,36
44,253359,641,Employed,19,15909,48,Mortgage,34%,10%,0,Other,0,41,28,14103,21113.25,85.96,2,10864,16.02,1,Approved,36
28,15000,527,Self-Employed,4,31756,60,Mortgage,22%,23%,0,Home,1,28,16,186,1250,75.03,3,43253,25.34,0,Rejected,63
53,27989,613,Employed,33,24040,84,Other,31%,22%,0,Debt Consolidation,1,22,28,4270,2332.42,66.89,6,303910,23.21,0,Rejected,51
49,30675,522,Employed,23,12441,48,Rent,25%,29%,0,Other,0,31,5,20431,2556.25,87.32,5,23700,24.33,0,Rejected,55
51,36378,625,Employed,33,45896,48,Rent,17%,12%,0,Other,0,27,27,23380,3031.5,85.06,2,23492,21.39,0,Rejected,47
40,92807,604,Employed,13,32055,60,Rent,54%,28%,0,Home,0,18,27,6378,7733.92,86.86,4,30476,24.6,0,Rejected,49
23,15000,589,Employed,1,24401,120,Mortgage,5%,67%,0,Other,0,21,27,7638,1250,66.29,2,201924,23.97,0,Rejected,55
51,74149,613,Employed,29,71466,24,Own,41%,16%,0,Debt Consolidation,0,22,2,1838,6179.08,60.38,2,29170,23.9,0,Rejected,52
36,18438,585,Self-Employed,14,14261,108,Mortgage,26%,17%,1,Auto,0,31,15,3486,1536.5,59.04,8,160698,27.2,0,Rejected,63
23,36226,470,Employed,0,11823,48,Rent,71%,36%,0,Debt Consolidation,0,15,14,424,3018.83,80.74,6,36424,27.84,0,Rejected,57
56,59615,606,Employed,34,13779,60,Own,31%,19%,0,Other,0,30,17,4942,4967.92,86.81,2,114195,21.61,1,Approved,34
